Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/11/2010,18:46:00,1.474,0.188,237.510,6.200,0.000,0.000,18.000
2/11/2010,18:47:00,1.476,0.190,237.890,6.200,0.000,0.000,18.000
2/11/2010,18:48:00,1.478,0.192,238.370,6.200,0.000,0.000,18.000
2/11/2010,18:49:00,1.468,0.190,237.690,6.200,0.000,0.000,17.000
2/11/2010,18:50:00,1.298,0.198,239.120,5.600,0.000,0.000,17.000
2/11/2010,18:51:00,0.414,0.192,240.020,1.800,0.000,0.000,1.000
2/11/2010,18:52:00,0.356,0.112,241.020,1.600,0.000,0.000,0.000
2/11/2010,18:53:00,0.354,0.112,240.950,1.400,0.000,0.000,1.000
2/11/2010,18:54:00,0.352,0.108,240.090,1.400,0.000,0.000,1.000
2/11/2010,18:55:00,0.354,0.108,239.820,1.600,0.000,0.000,0.000
2/11/2010,18:56:00,0.360,0.112,240.680,1.600,0.000,0.000,1.000
2/11/2010,18:57:00,0.360,0.114,241.490,1.600,0.000,0.000,1.000
2/11/2010,18:58:00,0.352,0.112,240.980,1.400,0.000,0.000,0.000
2/11/2010,18:59:00,0.296,0.000,240.780,1.200,0.000,0.000,1.000
2/11/2010,19:00:00,0.254,0.000,239.610,1.000,0.000,0.000,1.000
2/11/2010,19:01:00,0.252,0.000,238.090,1.000,0.000,0.000,0.000
2/11/2010,19:02:00,0.254,0.000,239.760,1.000,0.000,0.000,1.000
2/11/2010,19:03:00,0.256,0.000,240.830,1.000,0.000,0.000,0.000
2/11/2010,19:04:00,0.258,0.000,241.510,1.000,0.000,0.000,1.000
2/11/2010,19:05:00,0.258,0.000,241.340,1.000,0.000,0.000,1.000
2/11/2010,19:06:00,0.258,0.000,241.490,1.000,0.000,0.000,0.000
2/11/2010,19:07:00,0.258,0.000,241.290,1.000,0.000,0.000,1.000
2/11/2010,19:08:00,0.254,0.000,239.160,1.000,0.000,0.000,1.000
2/11/2010,19:09:00,0.254,0.000,238.830,1.000,0.000,0.000,0.000
2/11/2010,19:10:00,0.254,0.000,239.040,1.000,0.000,0.000,1.000
2/11/2010,19:11:00,0.256,0.000,239.770,1.000,0.000,0.000,1.000
2/11/2010,19:12:00,0.254,0.000,239.220,1.000,0.000,0.000,0.000
2/11/2010,19:13:00,0.254,0.000,238.640,1.000,0.000,0.000,1.000
2/11/2010,19:14:00,0.254,0.000,239.260,1.000,0.000,0.000,1.000
2/11/2010,19:15:00,0.254,0.000,239.020,1.000,0.000,0.000,0.000
2/11/2010,19:16:00,0.256,0.000,239.810,1.000,0.000,0.000,1.000
2/11/2010,19:17:00,0.254,0.000,239.220,1.000,0.000,0.000,0.000
2/11/2010,19:18:00,0.258,0.000,240.630,1.000,0.000,0.000,1.000
2/11/2010,19:19:00,0.364,0.078,240.930,1.800,0.000,0.000,1.000
2/11/2010,19:20:00,0.882,0.260,240.650,4.000,0.000,0.000,0.000
2/11/2010,19:21:00,1.196,0.272,240.480,5.000,0.000,0.000,1.000
2/11/2010,19:22:00,1.232,0.200,240.430,5.200,0.000,0.000,1.000
2/11/2010,19:23:00,1.220,0.192,239.120,5.000,0.000,0.000,0.000
2/11/2010,19:24:00,1.210,0.190,238.310,5.000,0.000,0.000,1.000
2/11/2010,19:25:00,1.208,0.188,238.240,5.000,0.000,0.000,1.000
2/11/2010,19:26:00,1.206,0.188,238.310,5.000,0.000,0.000,0.000
2/11/2010,19:27:00,1.158,0.120,238.870,4.800,0.000,0.000,1.000
2/11/2010,19:28:00,1.154,0.098,241.230,4.800,0.000,0.000,1.000
2/11/2010,19:29:00,1.142,0.094,239.700,4.800,0.000,0.000,0.000
2/11/2010,19:30:00,1.140,0.092,239.550,4.800,0.000,0.000,1.000
2/11/2010,19:31:00,1.138,0.092,239.360,4.600,0.000,0.000,0.000
2/11/2010,19:32:00,1.140,0.092,239.530,4.600,0.000,0.000,1.000
2/11/2010,19:33:00,1.088,0.000,238.910,4.400,0.000,0.000,1.000
2/11/2010,19:34:00,1.044,0.000,239.020,4.200,0.000,0.000,0.000
2/11/2010,19:35:00,1.044,0.000,239.330,4.200,0.000,0.000,1.000
2/11/2010,19:36:00,1.050,0.000,239.960,4.400,0.000,0.000,1.000
2/11/2010,19:37:00,1.050,0.000,240.170,4.400,0.000,0.000,0.000
2/11/2010,19:38:00,1.054,0.000,240.470,4.400,0.000,0.000,1.000
2/11/2010,19:39:00,1.056,0.000,240.930,4.400,0.000,0.000,1.000
2/11/2010,19:40:00,1.062,0.000,241.640,4.400,0.000,0.000,0.000
2/11/2010,19:41:00,1.062,0.000,241.760,4.400,0.000,0.000,1.000
2/11/2010,19:42:00,1.068,0.000,242.530,4.400,0.000,0.000,1.000
2/11/2010,19:43:00,1.066,0.000,242.450,4.400,0.000,0.000,0.000
2/11/2010,19:44:00,1.060,0.000,241.410,4.400,0.000,0.000,1.000
2/11/2010,19:45:00,1.062,0.000,241.830,4.400,0.000,0.000,0.000
2/11/2010,19:46:00,1.058,0.000,241.160,4.400,0.000,0.000,1.000
2/11/2010,19:47:00,1.060,0.000,241.580,4.400,0.000,0.000,1.000
2/11/2010,19:48:00,1.064,0.000,241.890,4.400,0.000,0.000,0.000
2/11/2010,19:49:00,1.068,0.000,242.650,4.400,0.000,0.000,1.000
2/11/2010,19:50:00,1.068,0.000,242.450,4.400,0.000,0.000,1.000
2/11/2010,19:51:00,1.064,0.000,241.940,4.400,0.000,0.000,0.000
2/11/2010,19:52:00,1.058,0.000,241.200,4.400,0.000,0.000,1.000
2/11/2010,19:53:00,1.106,0.000,240.340,4.600,0.000,0.000,1.000
2/11/2010,19:54:00,1.288,0.236,241.070,5.400,0.000,0.000,0.000
2/11/2010,19:55:00,1.330,0.332,242.290,5.600,0.000,1.000,1.000
2/11/2010,19:56:00,1.328,0.336,242.800,5.600,0.000,1.000,1.000
2/11/2010,19:57:00,1.324,0.334,242.570,5.600,0.000,2.000,0.000
2/11/2010,19:58:00,1.320,0.330,242.190,5.600,0.000,1.000,1.000
2/11/2010,19:59:00,1.312,0.326,241.490,5.600,0.000,2.000,1.000
2/11/2010,20:00:00,1.310,0.326,241.320,5.600,0.000,1.000,0.000
2/11/2010,20:01:00,1.308,0.326,241.260,5.600,0.000,1.000,1.000
2/11/2010,20:02:00,1.296,0.300,243.040,5.400,0.000,2.000,1.000
2/11/2010,20:03:00,1.250,0.232,243.010,5.200,0.000,1.000,0.000
2/11/2010,20:04:00,1.254,0.234,243.690,5.200,0.000,1.000,1.000
2/11/2010,20:05:00,1.254,0.236,243.680,5.200,0.000,2.000,1.000
2/11/2010,20:06:00,1.244,0.228,242.580,5.200,0.000,1.000,0.000
2/11/2010,20:07:00,1.188,0.152,242.040,4.800,0.000,2.000,1.000
2/11/2010,20:08:00,1.148,0.090,242.160,4.600,0.000,1.000,0.000
2/11/2010,20:09:00,1.152,0.092,242.720,4.600,0.000,1.000,1.000
2/11/2010,20:10:00,1.144,0.088,241.720,4.600,0.000,2.000,1.000
2/11/2010,20:11:00,1.138,0.086,241.220,4.600,0.000,1.000,0.000
2/11/2010,20:12:00,1.140,0.088,241.450,4.600,0.000,1.000,1.000
2/11/2010,20:13:00,1.148,0.094,242.880,4.600,0.000,2.000,1.000
2/11/2010,20:14:00,1.146,0.092,242.770,4.600,0.000,1.000,0.000
2/11/2010,20:15:00,1.142,0.090,242.330,4.600,0.000,1.000,1.000
2/11/2010,20:16:00,1.140,0.088,241.950,4.600,0.000,2.000,1.000
2/11/2010,20:17:00,1.136,0.088,241.620,4.600,0.000,1.000,0.000
2/11/2010,20:18:00,1.140,0.090,242.110,4.600,0.000,1.000,1.000
2/11/2010,20:19:00,1.138,0.090,242.010,4.600,0.000,1.000,1.000
2/11/2010,20:20:00,1.142,0.092,242.720,4.600,0.000,2.000,0.000
2/11/2010,20:21:00,1.140,0.092,242.520,4.600,0.000,1.000,1.000
2/11/2010,20:22:00,1.134,0.088,241.790,4.600,0.000,1.000,1.000
2/11/2010,20:23:00,1.142,0.092,242.810,4.600,0.000,1.000,0.000
2/11/2010,20:24:00,1.158,0.100,244.960,4.600,0.000,1.000,1.000
2/11/2010,20:25:00,1.154,0.098,244.530,4.600,0.000,2.000,1.000
2/11/2010,20:26:00,1.148,0.096,243.840,4.600,0.000,1.000,0.000
2/11/2010,20:27:00,1.208,0.154,244.630,5.000,0.000,1.000,1.000
2/11/2010,20:28:00,1.258,0.234,243.910,5.200,0.000,1.000,1.000
2/11/2010,20:29:00,1.252,0.232,243.550,5.200,0.000,1.000,0.000
2/11/2010,20:30:00,1.320,0.306,244.050,5.600,0.000,2.000,1.000
2/11/2010,20:31:00,1.332,0.344,244.550,5.600,0.000,1.000,1.000
2/11/2010,20:32:00,1.334,0.348,245.160,5.600,0.000,1.000,0.000
2/11/2010,20:33:00,1.330,0.346,244.930,5.600,0.000,1.000,1.000
2/11/2010,20:34:00,1.326,0.346,244.590,5.600,0.000,1.000,1.000
2/11/2010,20:35:00,1.322,0.346,244.660,5.600,0.000,2.000,0.000
2/11/2010,20:36:00,1.318,0.344,244.290,5.400,0.000,1.000,1.000
2/11/2010,20:37:00,1.312,0.338,244.270,5.400,0.000,1.000,1.000
2/11/2010,20:38:00,1.244,0.236,244.140,5.200,0.000,1.000,0.000
2/11/2010,20:39:00,1.244,0.238,244.400,5.200,0.000,1.000,1.000
2/11/2010,20:40:00,1.244,0.236,244.170,5.200,0.000,1.000,1.000
2/11/2010,20:41:00,1.178,0.142,244.350,4.800,0.000,2.000,0.000
2/11/2010,20:42:00,1.150,0.098,244.510,4.600,0.000,1.000,1.000
2/11/2010,20:43:00,1.156,0.098,244.400,4.600,0.000,1.000,1.000
2/11/2010,20:44:00,1.158,0.100,244.630,4.600,0.000,1.000,0.000
2/11/2010,20:45:00,1.160,0.100,244.770,4.600,0.000,1.000,1.000
2/11/2010,20:46:00,1.168,0.104,245.840,4.600,0.000,1.000,1.000
2/11/2010,20:47:00,1.160,0.102,245.500,4.600,0.000,2.000,0.000
2/11/2010,20:48:00,1.166,0.108,246.550,4.600,0.000,1.000,1.000
2/11/2010,20:49:00,1.164,0.106,246.370,4.600,0.000,1.000,1.000
2/11/2010,20:50:00,1.164,0.108,246.420,4.600,0.000,1.000,0.000
2/11/2010,20:51:00,1.156,0.102,245.220,4.600,0.000,1.000,1.000
2/11/2010,20:52:00,1.158,0.104,245.450,4.600,0.000,1.000,1.000
2/11/2010,20:53:00,1.154,0.100,244.870,4.600,0.000,2.000,0.000
2/11/2010,20:54:00,1.156,0.102,245.280,4.600,0.000,1.000,1.000
2/11/2010,20:55:00,1.158,0.104,245.630,4.600,0.000,1.000,1.000
2/11/2010,20:56:00,1.362,0.102,245.940,5.600,0.000,1.000,0.000
2/11/2010,20:57:00,1.508,0.070,245.040,6.000,0.000,1.000,1.000
2/11/2010,20:58:00,1.472,0.046,245.430,6.000,0.000,1.000,1.000
2/11/2010,20:59:00,1.244,0.048,245.460,5.000,0.000,2.000,0.000
2/11/2010,21:00:00,1.238,0.046,244.900,5.000,0.000,1.000,1.000
2/11/2010,21:01:00,1.346,0.128,245.280,5.600,0.000,1.000,1.000
2/11/2010,21:02:00,1.360,0.194,246.450,5.600,0.000,1.000,0.000
2/11/2010,21:03:00,1.352,0.192,246.040,5.400,0.000,1.000,1.000
2/11/2010,21:04:00,1.344,0.190,245.530,5.400,0.000,1.000,1.000
2/11/2010,21:05:00,1.382,0.238,244.250,5.800,0.000,1.000,0.000
2/11/2010,21:06:00,1.402,0.292,244.450,5.800,0.000,2.000,1.000
2/11/2010,21:07:00,1.408,0.296,245.280,5.800,0.000,1.000,1.000
2/11/2010,21:08:00,1.402,0.294,244.900,5.800,0.000,1.000,0.000
2/11/2010,21:09:00,1.396,0.290,244.330,5.800,0.000,1.000,1.000
2/11/2010,21:10:00,1.394,0.292,244.420,5.800,0.000,1.000,1.000
2/11/2010,21:11:00,1.386,0.290,244.090,5.800,0.000,1.000,0.000
2/11/2010,21:12:00,1.384,0.290,244.040,5.800,0.000,2.000,1.000
2/11/2010,21:13:00,1.328,0.198,244.010,5.400,0.000,1.000,1.000
2/11/2010,21:14:00,1.318,0.184,244.140,5.400,0.000,1.000,0.000
2/11/2010,21:15:00,1.254,0.084,244.650,5.000,0.000,1.000,1.000
2/11/2010,21:16:00,1.238,0.052,246.050,5.000,0.000,1.000,1.000
2/11/2010,21:17:00,1.240,0.052,246.110,5.000,0.000,1.000,0.000
2/11/2010,21:18:00,1.230,0.048,245.230,5.000,0.000,1.000,1.000
2/11/2010,21:19:00,1.224,0.046,244.930,5.000,0.000,2.000,1.000
2/11/2010,21:20:00,1.218,0.000,244.270,5.000,0.000,1.000,0.000
2/11/2010,21:21:00,1.268,0.046,244.150,5.200,0.000,1.000,1.000
2/11/2010,21:22:00,1.622,0.000,243.750,6.600,0.000,1.000,1.000
2/11/2010,21:23:00,1.698,0.000,243.220,7.000,0.000,1.000,0.000
2/11/2010,21:24:00,1.802,0.154,243.780,7.400,0.000,1.000,1.000
2/11/2010,21:25:00,1.816,0.178,244.170,7.400,0.000,1.000,1.000
2/11/2010,21:26:00,1.812,0.174,243.660,7.400,0.000,2.000,0.000
2/11/2010,21:27:00,2.318,0.318,242.470,10.200,0.000,1.000,1.000
2/11/2010,21:28:00,1.552,0.176,243.040,6.400,0.000,1.000,1.000
2/11/2010,21:29:00,1.324,0.182,243.600,5.400,0.000,1.000,0.000
2/11/2010,21:30:00,1.324,0.182,243.730,5.400,0.000,1.000,1.000
2/11/2010,21:31:00,1.824,0.332,243.670,8.400,0.000,1.000,1.000
2/11/2010,21:32:00,1.322,0.188,245.150,5.400,0.000,1.000,0.000
2/11/2010,21:33:00,1.314,0.152,246.060,5.400,0.000,1.000,1.000
2/11/2010,21:34:00,1.264,0.066,245.990,5.000,0.000,0.000,1.000
2/11/2010,21:35:00,1.288,0.082,245.080,5.200,0.000,0.000,0.000
2/11/2010,21:36:00,1.328,0.166,244.360,5.400,0.000,0.000,1.000
2/11/2010,21:37:00,1.324,0.164,244.260,5.400,0.000,0.000,1.000
2/11/2010,21:38:00,1.324,0.166,244.370,5.400,0.000,0.000,0.000
2/11/2010,21:39:00,1.326,0.168,244.950,5.400,0.000,0.000,1.000
2/11/2010,21:40:00,1.328,0.170,245.310,5.400,0.000,0.000,1.000
2/11/2010,21:41:00,1.324,0.168,245.050,5.400,0.000,0.000,0.000
2/11/2010,21:42:00,1.326,0.170,245.430,5.400,0.000,0.000,1.000
2/11/2010,21:43:00,1.314,0.160,244.770,5.400,0.000,0.000,1.000
2/11/2010,21:44:00,1.244,0.058,244.180,5.000,0.000,0.000,0.000
2/11/2010,21:45:00,1.238,0.056,243.640,5.000,0.000,0.000,1.000
2/11/2010,21:46:00,1.246,0.060,244.530,5.000,0.000,0.000,1.000
2/11/2010,21:47:00,1.246,0.060,244.690,5.000,0.000,0.000,0.000
2/11/2010,21:48:00,1.246,0.062,244.860,5.000,0.000,0.000,1.000
2/11/2010,21:49:00,1.250,0.064,245.250,5.000,0.000,0.000,1.000
2/11/2010,21:50:00,1.250,0.064,245.310,5.000,0.000,0.000,0.000
2/11/2010,21:51:00,1.250,0.064,245.310,5.000,0.000,0.000,1.000
2/11/2010,21:52:00,1.252,0.064,245.470,5.000,0.000,0.000,1.000
2/11/2010,21:53:00,1.248,0.052,246.350,5.000,0.000,0.000,0.000
2/11/2010,21:54:00,1.166,0.072,246.400,4.600,0.000,0.000,1.000
2/11/2010,21:55:00,1.162,0.072,246.010,4.600,0.000,0.000,1.000
2/11/2010,21:56:00,1.166,0.072,246.370,4.600,0.000,0.000,0.000
2/11/2010,21:57:00,1.166,0.072,246.600,4.600,0.000,0.000,1.000
2/11/2010,21:58:00,1.166,0.072,246.510,4.600,0.000,0.000,1.000
2/11/2010,21:59:00,1.160,0.074,245.760,4.600,0.000,0.000,0.000
2/11/2010,22:00:00,1.162,0.074,246.000,4.600,0.000,0.000,1.000
2/11/2010,22:01:00,1.158,0.076,245.420,4.600,0.000,0.000,1.000
2/11/2010,22:02:00,1.158,0.076,245.360,4.600,0.000,0.000,0.000
2/11/2010,22:03:00,1.160,0.074,245.630,4.600,0.000,0.000,1.000
2/11/2010,22:04:00,1.156,0.076,245.250,4.600,0.000,0.000,1.000
2/11/2010,22:05:00,1.162,0.074,245.740,4.600,0.000,0.000,0.000
2/11/2010,22:06:00,1.160,0.074,245.690,4.600,0.000,0.000,1.000
2/11/2010,22:07:00,1.162,0.074,245.840,4.600,0.000,0.000,1.000
2/11/2010,22:08:00,1.162,0.074,245.930,4.600,0.000,0.000,0.000
2/11/2010,22:09:00,1.250,0.000,245.340,5.000,0.000,0.000,1.000
2/11/2010,22:10:00,1.270,0.064,245.920,5.200,0.000,0.000,1.000
2/11/2010,22:11:00,1.268,0.066,246.330,5.200,0.000,0.000,0.000
2/11/2010,22:12:00,1.310,0.100,246.690,5.400,0.000,0.000,1.000
2/11/2010,22:13:00,1.342,0.174,246.430,5.400,0.000,0.000,1.000
2/11/2010,22:14:00,1.338,0.172,246.070,5.400,0.000,0.000,0.000
2/11/2010,22:15:00,1.336,0.172,245.920,5.400,0.000,0.000,1.000
2/11/2010,22:16:00,1.342,0.180,247.050,5.400,0.000,0.000,1.000
2/11/2010,22:17:00,1.366,0.180,248.170,5.600,0.000,0.000,0.000
2/11/2010,22:18:00,1.390,0.168,247.620,5.600,0.000,0.000,1.000
2/11/2010,22:19:00,1.382,0.166,246.990,5.600,0.000,0.000,1.000
2/11/2010,22:20:00,1.330,0.082,247.320,5.400,0.000,0.000,0.000
2/11/2010,22:21:00,1.296,0.048,244.780,5.200,0.000,0.000,1.000
2/11/2010,22:22:00,1.286,0.000,243.600,5.200,0.000,0.000,1.000
2/11/2010,22:23:00,1.502,0.164,243.710,6.400,0.000,0.000,3.000
2/11/2010,22:24:00,1.818,0.280,243.650,7.600,0.000,0.000,10.000
2/11/2010,22:25:00,1.794,0.204,243.810,7.400,0.000,0.000,11.000
2/11/2010,22:26:00,1.824,0.204,243.880,7.400,0.000,0.000,11.000
2/11/2010,22:27:00,1.844,0.204,244.210,7.600,0.000,0.000,11.000
2/11/2010,22:28:00,1.878,0.206,244.600,7.800,0.000,0.000,12.000
2/11/2010,22:29:00,1.870,0.222,245.660,7.600,0.000,0.000,12.000
2/11/2010,22:30:00,1.894,0.224,246.260,7.800,0.000,0.000,11.000
2/11/2010,22:31:00,1.896,0.224,246.400,7.800,0.000,0.000,12.000
2/11/2010,22:32:00,1.890,0.222,246.270,7.600,0.000,0.000,11.000
2/11/2010,22:33:00,1.888,0.220,246.240,7.600,0.000,0.000,12.000
2/11/2010,22:34:00,1.890,0.220,246.300,7.600,0.000,0.000,12.000
2/11/2010,22:35:00,1.280,0.066,247.660,5.200,0.000,0.000,2.000
2/11/2010,22:36:00,1.244,0.084,247.230,5.000,0.000,0.000,1.000
2/11/2010,22:37:00,1.244,0.082,247.490,5.000,0.000,0.000,0.000
2/11/2010,22:38:00,1.248,0.082,247.790,5.000,0.000,0.000,1.000
2/11/2010,22:39:00,1.244,0.084,247.290,5.000,0.000,0.000,1.000
2/11/2010,22:40:00,1.240,0.086,246.860,5.000,0.000,0.000,0.000
2/11/2010,22:41:00,1.336,0.000,247.340,5.400,0.000,0.000,1.000
2/11/2010,22:42:00,1.354,0.058,247.620,5.400,0.000,0.000,1.000
2/11/2010,22:43:00,1.340,0.054,246.340,5.400,0.000,0.000,0.000
2/11/2010,22:44:00,1.340,0.054,246.680,5.400,0.000,0.000,1.000
2/11/2010,22:45:00,1.338,0.054,246.460,5.400,0.000,0.000,1.000
2/11/2010,22:46:00,1.342,0.056,247.080,5.400,0.000,0.000,0.000
2/11/2010,22:47:00,1.340,0.056,247.150,5.400,0.000,0.000,1.000
2/11/2010,22:48:00,1.336,0.056,246.800,5.400,0.000,0.000,1.000
2/11/2010,22:49:00,1.424,0.160,246.540,5.800,0.000,0.000,0.000
2/11/2010,22:50:00,1.414,0.168,247.140,5.800,0.000,0.000,1.000
2/11/2010,22:51:00,1.414,0.168,247.260,5.800,0.000,0.000,1.000
2/11/2010,22:52:00,1.420,0.172,248.230,5.800,0.000,0.000,0.000
2/11/2010,22:53:00,1.420,0.174,248.300,5.800,0.000,0.000,1.000
2/11/2010,22:54:00,1.422,0.174,248.500,5.800,0.000,0.000,1.000
2/11/2010,22:55:00,1.450,0.080,247.600,5.800,0.000,0.000,0.000
2/11/2010,22:56:00,1.464,0.000,247.420,6.000,0.000,0.000,1.000
2/11/2010,22:57:00,1.746,0.090,247.370,7.000,0.000,0.000,1.000
2/11/2010,22:58:00,1.738,0.092,246.700,7.000,0.000,0.000,0.000
2/11/2010,22:59:00,1.668,0.088,247.800,6.800,0.000,0.000,1.000
2/11/2010,23:00:00,1.266,0.080,249.340,5.000,0.000,0.000,1.000
2/11/2010,23:01:00,1.260,0.080,249.420,5.000,0.000,0.000,0.000
2/11/2010,23:02:00,1.304,0.082,248.790,5.200,0.000,0.000,1.000
2/11/2010,23:03:00,1.260,0.082,248.810,5.000,0.000,0.000,1.000
2/11/2010,23:04:00,1.268,0.080,249.680,5.000,0.000,0.000,1.000
2/11/2010,23:05:00,1.718,0.000,248.320,7.400,0.000,0.000,5.000
2/11/2010,23:06:00,2.626,0.102,247.060,10.600,0.000,0.000,20.000
2/11/2010,23:07:00,2.576,0.090,245.530,10.400,0.000,0.000,20.000
2/11/2010,23:08:00,2.550,0.084,244.960,10.400,0.000,0.000,19.000
2/11/2010,23:09:00,2.542,0.080,245.080,10.400,0.000,0.000,20.000
2/11/2010,23:10:00,2.884,0.200,244.860,12.200,0.000,0.000,19.000
2/11/2010,23:11:00,2.724,0.124,245.340,11.200,0.000,0.000,19.000
2/11/2010,23:12:00,2.590,0.112,245.990,10.400,0.000,0.000,19.000
2/11/2010,23:13:00,3.146,0.370,245.060,13.400,0.000,0.000,19.000
2/11/2010,23:14:00,2.630,0.206,244.950,10.600,0.000,0.000,19.000
2/11/2010,23:15:00,2.626,0.204,244.950,10.600,0.000,0.000,19.000
2/11/2010,23:16:00,2.622,0.202,244.910,10.600,0.000,0.000,19.000
2/11/2010,23:17:00,2.636,0.200,245.020,10.800,0.000,0.000,19.000
2/11/2010,23:18:00,2.634,0.202,245.740,10.600,0.000,0.000,20.000
2/11/2010,23:19:00,2.882,0.292,245.210,11.800,0.000,0.000,19.000
2/11/2010,23:20:00,2.698,0.314,245.250,11.000,0.000,0.000,19.000
2/11/2010,23:21:00,2.690,0.312,244.780,11.000,0.000,0.000,19.000
2/11/2010,23:22:00,2.694,0.312,245.070,11.000,0.000,0.000,19.000
2/11/2010,23:23:00,2.704,0.314,245.410,11.000,0.000,0.000,19.000
2/11/2010,23:24:00,2.708,0.316,245.970,11.000,0.000,0.000,19.000
2/11/2010,23:25:00,2.710,0.316,246.140,11.000,0.000,0.000,19.000
2/11/2010,23:26:00,2.666,0.254,246.020,10.800,0.000,0.000,19.000
2/11/2010,23:27:00,2.612,0.172,245.850,10.600,0.000,0.000,20.000
2/11/2010,23:28:00,2.454,0.178,246.030,10.000,0.000,0.000,19.000
2/11/2010,23:29:00,2.272,0.178,245.540,9.200,0.000,0.000,19.000
2/11/2010,23:30:00,2.272,0.098,245.890,9.200,0.000,0.000,19.000
2/11/2010,23:31:00,2.234,0.056,245.050,9.000,0.000,0.000,19.000
2/11/2010,23:32:00,2.242,0.062,244.990,9.000,0.000,0.000,19.000
2/11/2010,23:33:00,2.258,0.070,244.680,9.200,0.000,0.000,19.000
2/11/2010,23:34:00,2.264,0.070,244.990,9.200,0.000,0.000,19.000
2/11/2010,23:35:00,2.264,0.072,245.040,9.200,0.000,0.000,19.000
2/11/2010,23:36:00,2.266,0.072,245.200,9.200,0.000,0.000,19.000
2/11/2010,23:37:00,2.276,0.072,245.670,9.200,0.000,0.000,19.000
2/11/2010,23:38:00,2.276,0.072,245.700,9.200,0.000,0.000,20.000
2/11/2010,23:39:00,2.268,0.070,245.380,9.200,0.000,0.000,19.000
2/11/2010,23:40:00,2.272,0.070,245.450,9.200,0.000,0.000,19.000
2/11/2010,23:41:00,2.276,0.072,245.840,9.200,0.000,0.000,19.000
2/11/2010,23:42:00,2.286,0.072,246.460,9.200,0.000,0.000,19.000
2/11/2010,23:43:00,2.284,0.072,246.320,9.200,0.000,0.000,19.000
2/11/2010,23:44:00,2.384,0.184,246.550,9.600,0.000,0.000,20.000
2/11/2010,23:45:00,2.392,0.214,246.430,9.600,0.000,0.000,19.000
2/11/2010,23:46:00,2.386,0.212,246.300,9.600,0.000,0.000,19.000
2/11/2010,23:47:00,2.388,0.214,246.490,9.600,0.000,0.000,19.000
2/11/2010,23:48:00,2.390,0.216,246.800,9.600,0.000,0.000,20.000
2/11/2010,23:49:00,2.378,0.214,246.180,9.600,0.000,0.000,19.000
2/11/2010,23:50:00,2.368,0.212,245.740,9.600,0.000,0.000,19.000
2/11/2010,23:51:00,2.358,0.210,245.210,9.600,0.000,0.000,19.000
2/11/2010,23:52:00,2.366,0.212,245.740,9.600,0.000,0.000,19.000
2/11/2010,23:53:00,2.362,0.212,245.540,9.600,0.000,0.000,19.000
2/11/2010,23:54:00,2.358,0.210,245.340,9.600,0.000,0.000,20.000
2/11/2010,23:55:00,2.348,0.208,244.820,9.600,0.000,0.000,19.000
2/11/2010,23:56:00,1.312,0.220,245.450,5.400,0.000,0.000,3.000
2/11/2010,23:57:00,1.238,0.182,245.480,5.000,0.000,0.000,0.000
2/11/2010,23:58:00,1.240,0.190,246.200,5.000,0.000,0.000,1.000
2/11/2010,23:59:00,1.230,0.192,246.340,5.000,0.000,0.000,1.000
3/11/2010,00:00:00,1.100,0.202,246.800,4.600,0.000,0.000,1.000
3/11/2010,00:01:00,0.732,0.220,247.460,3.000,0.000,0.000,0.000
3/11/2010,00:02:00,0.686,0.224,247.910,2.800,0.000,0.000,1.000
3/11/2010,00:03:00,0.684,0.222,247.560,2.800,0.000,0.000,1.000
3/11/2010,00:04:00,0.680,0.220,247.330,2.800,0.000,0.000,0.000
3/11/2010,00:05:00,0.664,0.194,247.440,2.800,0.000,0.000,1.000
3/11/2010,00:06:00,0.610,0.110,247.280,2.400,0.000,0.000,1.000
3/11/2010,00:07:00,0.608,0.110,247.110,2.400,0.000,0.000,0.000
3/11/2010,00:08:00,0.608,0.110,247.260,2.400,0.000,0.000,1.000
3/11/2010,00:09:00,0.606,0.108,246.570,2.400,0.000,0.000,1.000
3/11/2010,00:10:00,0.606,0.108,246.720,2.400,0.000,0.000,0.000
3/11/2010,00:11:00,0.606,0.110,246.950,2.400,0.000,0.000,1.000
3/11/2010,00:12:00,0.606,0.110,246.780,2.400,0.000,0.000,1.000
3/11/2010,00:13:00,0.606,0.110,246.650,2.400,0.000,0.000,0.000
3/11/2010,00:14:00,0.608,0.110,247.180,2.400,0.000,0.000,1.000
3/11/2010,00:15:00,0.638,0.132,247.390,2.600,0.000,0.000,1.000
3/11/2010,00:16:00,0.720,0.254,247.450,3.000,0.000,0.000,0.000
3/11/2010,00:17:00,0.716,0.256,247.640,3.000,0.000,0.000,1.000
3/11/2010,00:18:00,0.716,0.258,248.220,3.000,0.000,0.000,1.000
3/11/2010,00:19:00,0.712,0.256,247.710,3.000,0.000,0.000,0.000
3/11/2010,00:20:00,0.710,0.258,248.060,3.000,0.000,0.000,1.000
3/11/2010,00:21:00,0.708,0.258,247.910,3.000,0.000,0.000,1.000
3/11/2010,00:22:00,0.708,0.260,248.290,3.000,0.000,0.000,0.000
3/11/2010,00:23:00,0.708,0.264,248.750,3.000,0.000,0.000,1.000
3/11/2010,00:24:00,0.708,0.268,249.510,3.000,0.000,0.000,1.000
